time,offered_load_mbps,accepted_load_mbps,capacity_sum_mbps,goodput_sum_mbps,served_step_mb,queue_sum,blocked_rate,blocked_queue_cap_rate,blocked_timeout_rate,acceptance_rate,service_rate,mean_served_delay_s,p95_served_delay_s,mean_timeout_delay_s,utilization,fairness
0.0,713.5455644734376,713.5455644734376,149.15469136250329,124.00342934641905,15.500428668302382,4,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.75,0.9839928507496709
1.0,769.9095071044693,769.9095071044693,171.46295637259757,163.65039961662305,20.45629995207788,6,0.0,0.0,0.0,1.0,0.4,1.5,2.0,0.0,0.875,0.9760364910903395
2.0,43.6335110446832,43.6335110446832,147.54382611120207,135.66148457039472,16.95768557129934,7,0.0,0.0,0.0,1.0,0.4166666666666667,1.6,2.0,0.0,0.75,0.9733419368478895
3.0,580.4493871486623,580.4493871486623,191.75308904660818,142.83388243493053,17.854235304366316,9,0.0,0.0,0.0,1.0,0.47058823529411764,1.75,3.0,0.0,1.0,0.981215852656235
4.0,1212.2324584338467,1212.2324584338467,197.7441138323179,197.7441138323179,24.71801422903974,15,0.0,0.0,0.0,1.0,0.375,2.111111111111111,5.0,0.0,1.0,0.9842559329888593
5.0,210.1689046938394,210.1689046938394,192.09416893415525,192.09416893415522,24.011771116769403,16,0.0,0.0,0.0,1.0,0.38461538461538464,2.2,5.0,0.0,1.0,0.9025024984047604
6.0,1063.1007605564819,1063.1007605564819,185.35227477205046,185.35227477205046,23.169034346506308,19,0.0,0.0,0.0,1.0,0.3448275862068966,2.2,5.0,0.0,1.0,0.7631906166139295
7.0,439.6640365941082,439.6640365941082,182.9282104161992,182.9282104161992,22.8660263020249,21,0.0,0.0,0.0,1.0,0.3225806451612903,2.2,5.0,0.0,1.0,0.7018501083653932
8.0,240.64170050740339,240.64170050740339,182.70377152549136,182.7037715254914,22.837971440686424,22,0.0,0.0,0.0,1.0,0.3125,2.2,5.0,0.0,1.0,0.7214572626839375
9.0,111.99681711652056,111.99681711652056,183.01636487712872,178.25887823523664,22.28235977940458,23,0.0,0.0,0.0,1.0,0.3235294117647059,2.4545454545454546,5.0,0.0,1.0,0.7388000530366424
10.0,899.1542546237459,899.1542546237459,187.02688287723416,162.89067217357353,20.361334021696692,25,0.02564102564102564,0.0,0.02564102564102564,1.0,0.3333333333333333,3.076923076923077,6.0,10.0,1.0,0.7932580049476203
11.0,316.9216816658845,316.9216816658845,189.69763467646823,189.6976346764682,23.712204334558525,26,0.06976744186046512,0.0,0.06976744186046512,1.0,0.32558139534883723,3.4285714285714284,7.0,10.0,1.0,0.7793825918483186
12.0,184.50388614808767,184.50388614808767,179.93624624429285,179.93624624429285,22.492030780536606,27,0.08888888888888889,0.0,0.08888888888888889,1.0,0.3111111111111111,3.4285714285714284,7.0,10.0,1.0,0.8095185024203874
13.0,775.5824769581413,775.5824769581413,171.12778582471645,166.76890198540818,20.846112748176022,26,0.14285714285714285,0.0,0.14285714285714285,1.0,0.32653061224489793,3.6875,8.0,10.0,1.0,0.7774043821779411
